,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
3503386,2008,6,14,6,1230.0,1135,1555.0,1500,AA,1436,N415AA,145.0,145.0,122.0,55.0,55.0,DFW,CLT,936,7.0,16.0,0,N,0,17.0,0.0,0.0,0.0,38.0
3503387,2008,6,15,7,1158.0,1135,1524.0,1500,AA,1436,N512AA,146.0,145.0,127.0,24.0,23.0,DFW,CLT,936,2.0,17.0,0,N,0,23.0,0.0,1.0,0.0,0.0
3503389,2008,6,17,2,1146.0,1135,1621.0,1500,AA,1436,N506AA,215.0,145.0,124.0,81.0,11.0,DFW,CLT,936,3.0,88.0,0,N,0,9.0,0.0,70.0,0.0,2.0
3503395,2008,6,23,1,1259.0,1135,1629.0,1500,AA,1436,N4UBAA,150.0,145.0,125.0,89.0,84.0,DFW,CLT,936,7.0,18.0,0,N,0,21.0,0.0,5.0,0.0,63.0
3503398,2008,6,26,4,1339.0,1135,1711.0,1500,AA,1436,N502AA,152.0,145.0,127.0,131.0,124.0,DFW,CLT,936,7.0,18.0,0,N,0,14.0,0.0,7.0,0.0,110.0
3503404,2008,6,3,2,941.0,935,1057.0,1050,AA,1436,N555AA,76.0,75.0,60.0,7.0,6.0,ICT,DFW,328,9.0,7.0,0,N,0,,,,,
3503407,2008,6,6,5,1107.0,935,1225.0,1050,AA,1436,N516AA,78.0,75.0,52.0,95.0,92.0,ICT,DFW,328,16.0,10.0,0,N,0,92.0,0.0,3.0,0.0,0.0
3503410,2008,6,10,2,948.0,935,1110.0,1050,AA,1436,N477AA,82.0,75.0,49.0,20.0,13.0,ICT,DFW,328,22.0,11.0,0,N,0,13.0,0.0,7.0,0.0,0.0
3503414,2008,6,14,6,1027.0,935,1140.0,1050,AA,1436,N550AA,73.0,75.0,49.0,50.0,52.0,ICT,DFW,328,14.0,10.0,0,N,0,50.0,0.0,0.0,0.0,0.0
3503424,2008,6,26,4,1134.0,935,1250.0,1050,AA,1436,N502AA,76.0,75.0,52.0,120.0,119.0,ICT,DFW,328,11.0,13.0,0,N,0,119.0,0.0,1.0,0.0,0.0
3503428,2008,6,1,7,1253.0,1215,1308.0,1225,AA,1437,N493AA,135.0,130.0,113.0,43.0,38.0,DFW,TUS,813,4.0,18.0,0,N,0,36.0,0.0,5.0,0.0,2.0
3503432,2008,6,5,4,1224.0,1215,1248.0,1225,AA,1437,N537AA,144.0,130.0,127.0,23.0,9.0,DFW,TUS,813,5.0,12.0,0,N,0,9.0,0.0,14.0,0.0,0.0
3503435,2008,6,8,7,1236.0,1215,1255.0,1225,AA,1437,N556AA,139.0,130.0,114.0,30.0,21.0,DFW,TUS,813,5.0,20.0,0,N,0,21.0,0.0,9.0,0.0,0.0
3503436,2008,6,9,1,1304.0,1215,1321.0,1225,AA,1437,N432AA,137.0,130.0,112.0,56.0,49.0,DFW,TUS,813,4.0,21.0,0,N,0,49.0,0.0,7.0,0.0,0.0
3503437,2008,6,10,2,1224.0,1215,1231.0,1225,AA,1437,N507AA,127.0,130.0,112.0,6.0,9.0,DFW,TUS,813,3.0,12.0,0,N,0,,,,,
3503439,2008,6,12,4,1450.0,1215,1458.0,1225,AA,1437,N577AA,128.0,130.0,112.0,153.0,155.0,DFW,TUS,813,5.0,11.0,0,N,0,153.0,0.0,0.0,0.0,0.0
3503441,2008,6,14,6,1225.0,1215,1248.0,1225,AA,1437,N513AA,143.0,130.0,114.0,23.0,10.0,DFW,TUS,813,7.0,22.0,0,N,0,10.0,0.0,13.0,0.0,0.0
3503446,2008,6,19,4,1313.0,1215,1336.0,1225,AA,1437,N549AA,143.0,130.0,113.0,71.0,58.0,DFW,TUS,813,5.0,25.0,0,N,0,0.0,11.0,13.0,0.0,47.0
3503450,2008,6,23,1,1225.0,1215,1243.0,1225,AA,1437,N463AA,138.0,130.0,112.0,18.0,10.0,DFW,TUS,813,9.0,17.0,0,N,0,0.0,0.0,8.0,0.0,10.0
3503451,2008,6,24,2,1253.0,1215,1311.0,1225,AA,1437,N548AA,138.0,130.0,112.0,46.0,38.0,DFW,TUS,813,6.0,20.0,0,N,0,38.0,0.0,8.0,0.0,0.0
3503457,2008,6,30,1,1221.0,1215,1230.0,1225,AA,1437,N553AA,129.0,130.0,108.0,5.0,6.0,DFW,TUS,813,4.0,17.0,0,N,0,,,,,
3503460,2008,6,3,2,2053.0,1840,2254.0,2010,AA,1438,N434AA,121.0,90.0,63.0,164.0,133.0,ORD,BNA,409,8.0,50.0,0,N,0,0.0,0.0,31.0,0.0,133.0
3503462,2008,6,5,4,2035.0,1840,2204.0,2010,AA,1438,N541AA,89.0,90.0,59.0,114.0,115.0,ORD,BNA,409,8.0,22.0,0,N,0,0.0,0.0,15.0,0.0,99.0
3503463,2008,6,6,5,2100.0,1840,2222.0,2010,AA,1438,N4XCAA,82.0,90.0,59.0,132.0,140.0,ORD,BNA,409,5.0,18.0,0,N,0,0.0,0.0,9.0,0.0,123.0
3503464,2008,6,7,6,1924.0,1840,2111.0,2010,AA,1438,N466AA,107.0,90.0,60.0,61.0,44.0,ORD,BNA,409,15.0,32.0,0,N,0,0.0,0.0,24.0,0.0,37.0
3503465,2008,6,8,7,1929.0,1835,2052.0,2000,AA,1438,N547AA,83.0,85.0,60.0,52.0,54.0,ORD,BNA,409,9.0,14.0,0,N,0,0.0,0.0,16.0,0.0,36.0
3503466,2008,6,9,1,1941.0,1840,2121.0,2010,AA,1438,N4YSAA,100.0,90.0,65.0,71.0,61.0,ORD,BNA,409,7.0,28.0,0,N,0,16.0,0.0,24.0,0.0,31.0
3503468,2008,6,11,3,1854.0,1840,2017.0,2010,AA,1438,N4XHAA,83.0,90.0,57.0,7.0,14.0,ORD,BNA,409,4.0,22.0,0,N,0,,,,,
3503470,2008,6,13,5,1955.0,1840,2124.0,2010,AA,1438,N4XEAA,89.0,90.0,60.0,74.0,75.0,ORD,BNA,409,7.0,22.0,0,N,0,0.0,0.0,15.0,0.0,59.0
3503472,2008,6,15,7,1851.0,1835,2029.0,2000,AA,1438,N4YFAA,98.0,85.0,82.0,29.0,16.0,ORD,BNA,409,5.0,11.0,0,N,0,0.0,0.0,20.0,0.0,9.0
3503473,2008,6,16,1,1902.0,1840,2018.0,2010,AA,1438,N563AA,76.0,90.0,58.0,8.0,22.0,ORD,BNA,409,5.0,13.0,0,N,0,,,,,
3503474,2008,6,17,2,1922.0,1840,2030.0,2010,AA,1438,N540AA,68.0,90.0,55.0,20.0,42.0,ORD,BNA,409,5.0,8.0,0,N,0,8.0,0.0,7.0,0.0,5.0
3503475,2008,6,18,3,1905.0,1840,2031.0,2010,AA,1438,N513AA,86.0,90.0,56.0,21.0,25.0,ORD,BNA,409,5.0,25.0,0,N,0,0.0,0.0,0.0,0.0,21.0
3503477,2008,6,20,5,1901.0,1840,2044.0,2010,AA,1438,N434AA,103.0,90.0,63.0,34.0,21.0,ORD,BNA,409,7.0,33.0,0,N,0,0.0,0.0,34.0,0.0,0.0
3503478,2008,6,21,6,1853.0,1840,2020.0,2010,AA,1438,N435AA,87.0,90.0,58.0,10.0,13.0,ORD,BNA,409,6.0,23.0,0,N,0,,,,,
3503479,2008,6,22,7,1901.0,1835,2031.0,2000,AA,1438,N4YFAA,90.0,85.0,64.0,31.0,26.0,ORD,BNA,409,7.0,19.0,0,N,0,0.0,0.0,30.0,0.0,1.0
3503480,2008,6,23,1,2023.0,1840,2153.0,2010,AA,1438,N4WUAA,90.0,90.0,58.0,103.0,103.0,ORD,BNA,409,7.0,25.0,0,N,0,68.0,0.0,0.0,0.0,35.0
3503484,2008,6,27,5,1904.0,1840,2036.0,2010,AA,1438,N4YKAA,92.0,90.0,63.0,26.0,24.0,ORD,BNA,409,5.0,24.0,0,N,0,0.0,0.0,3.0,0.0,23.0
3503485,2008,6,28,6,1850.0,1840,2014.0,2010,AA,1438,N4XXAA,84.0,90.0,61.0,4.0,10.0,ORD,BNA,409,5.0,18.0,0,N,0,,,,,
3503486,2008,6,29,7,1922.0,1840,2046.0,2010,AA,1438,N550AA,84.0,90.0,59.0,36.0,42.0,ORD,BNA,409,5.0,20.0,0,N,0,0.0,0.0,0.0,0.0,36.0
3503487,2008,6,30,1,1935.0,1840,2054.0,2010,AA,1438,N543AA,79.0,90.0,59.0,44.0,55.0,ORD,BNA,409,4.0,16.0,0,N,0,5.0,0.0,0.0,0.0,39.0
3503488,2008,6,1,7,1215.0,1200,1717.0,1730,AA,1438,N594AA,182.0,210.0,161.0,-13.0,15.0,TUS,ORD,1437,9.0,12.0,0,N,0,,,,,
3503489,2008,6,2,1,1207.0,1200,1745.0,1730,AA,1438,N4XUAA,218.0,210.0,193.0,15.0,7.0,TUS,ORD,1437,7.0,18.0,0,N,0,0.0,0.0,8.0,0.0,7.0
3503490,2008,6,3,2,1443.0,1200,2015.0,1730,AA,1438,N434AA,212.0,210.0,189.0,165.0,163.0,TUS,ORD,1437,10.0,13.0,0,N,0,0.0,0.0,117.0,0.0,48.0
3503492,2008,6,5,4,1351.0,1200,1940.0,1730,AA,1438,N541AA,229.0,210.0,184.0,130.0,111.0,TUS,ORD,1437,26.0,19.0,0,N,0,0.0,0.0,95.0,0.0,35.0
3503493,2008,6,6,5,1425.0,1200,2010.0,1730,AA,1438,N4XCAA,225.0,210.0,168.0,160.0,145.0,TUS,ORD,1437,12.0,45.0,0,N,0,0.0,0.0,160.0,0.0,0.0
3503494,2008,6,7,6,1304.0,1200,1837.0,1730,AA,1438,N466AA,213.0,210.0,179.0,67.0,64.0,TUS,ORD,1437,17.0,17.0,0,N,0,0.0,0.0,3.0,0.0,64.0
3503495,2008,6,8,7,1250.0,1200,1832.0,1730,AA,1438,N547AA,222.0,210.0,183.0,62.0,50.0,TUS,ORD,1437,11.0,28.0,0,N,0,0.0,0.0,34.0,0.0,28.0
3503496,2008,6,9,1,1306.0,1200,1855.0,1730,AA,1438,N569AA,229.0,210.0,208.0,85.0,66.0,TUS,ORD,1437,8.0,13.0,0,N,0,0.0,0.0,57.0,0.0,28.0
3503498,2008,6,11,3,1310.0,1200,1816.0,1730,AA,1438,N4XHAA,186.0,210.0,168.0,46.0,70.0,TUS,ORD,1437,10.0,8.0,0,N,0,0.0,0.0,46.0,0.0,0.0
3503499,2008,6,12,4,1237.0,1200,1757.0,1730,AA,1438,N592AA,200.0,210.0,170.0,27.0,37.0,TUS,ORD,1437,7.0,23.0,0,N,0,0.0,0.0,12.0,0.0,15.0
3503500,2008,6,13,5,1341.0,1200,1900.0,1730,AA,1438,N4XEAA,199.0,210.0,149.0,90.0,101.0,TUS,ORD,1437,6.0,44.0,0,N,0,0.0,0.0,84.0,0.0,6.0
3503502,2008,6,15,7,1239.0,1200,1804.0,1730,AA,1438,N4YFAA,205.0,210.0,184.0,34.0,39.0,TUS,ORD,1437,9.0,12.0,0,N,0,2.0,0.0,0.0,0.0,32.0
3503503,2008,6,16,1,1251.0,1200,1820.0,1730,AA,1438,N563AA,209.0,210.0,176.0,50.0,51.0,TUS,ORD,1437,13.0,20.0,0,N,0,0.0,0.0,38.0,0.0,12.0
3503504,2008,6,17,2,1311.0,1200,1834.0,1730,AA,1438,N223AA,203.0,210.0,189.0,64.0,71.0,TUS,ORD,1437,4.0,10.0,0,N,0,0.0,0.0,64.0,0.0,0.0
3503506,2008,6,19,4,1221.0,1200,1748.0,1730,AA,1438,N4XSAA,207.0,210.0,185.0,18.0,21.0,TUS,ORD,1437,8.0,14.0,0,N,0,14.0,0.0,0.0,0.0,4.0
3503508,2008,6,21,6,1232.0,1200,1810.0,1710,AA,1438,N435AA,218.0,190.0,193.0,60.0,32.0,TUS,ORD,1437,8.0,17.0,0,N,0,0.0,13.0,28.0,0.0,19.0
3503509,2008,6,22,7,1220.0,1200,1756.0,1730,AA,1438,N4YFAA,216.0,210.0,186.0,26.0,20.0,TUS,ORD,1437,8.0,22.0,0,N,0,0.0,0.0,24.0,0.0,2.0
3503510,2008,6,23,1,1230.0,1200,1804.0,1730,AA,1438,N4XEAA,214.0,210.0,182.0,34.0,30.0,TUS,ORD,1437,9.0,23.0,0,N,0,30.0,0.0,4.0,0.0,0.0
3503513,2008,6,26,4,1229.0,1200,1747.0,1730,AA,1438,N4XBAA,198.0,210.0,179.0,17.0,29.0,TUS,ORD,1437,7.0,12.0,0,N,0,8.0,0.0,0.0,0.0,9.0
3503516,2008,6,29,7,1207.0,1200,,1730,AA,1438,N550AA,,210.0,,,7.0,TUS,ORD,1437,,16.0,0,N,1,,,,,
3503525,2008,6,8,7,1129.0,1050,1259.0,1220,AA,1439,N526AA,90.0,90.0,70.0,39.0,39.0,MCI,DFW,460,8.0,12.0,0,N,0,0.0,0.0,0.0,0.0,39.0
3503526,2008,6,9,1,1108.0,1050,1322.0,1220,AA,1439,N451AA,134.0,90.0,94.0,62.0,18.0,MCI,DFW,460,26.0,14.0,0,N,0,0.0,0.0,44.0,0.0,18.0
3503527,2008,6,10,2,1110.0,1050,1242.0,1220,AA,1439,N5FRAA,92.0,90.0,66.0,22.0,20.0,MCI,DFW,460,6.0,20.0,0,N,0,20.0,0.0,2.0,0.0,0.0
3503532,2008,6,15,7,1056.0,1050,1242.0,1220,AA,1439,N431AA,106.0,90.0,67.0,22.0,6.0,MCI,DFW,460,29.0,10.0,0,N,0,0.0,0.0,16.0,0.0,6.0
3503534,2008,6,17,2,1111.0,1050,1414.0,1220,AA,1439,N484AA,183.0,90.0,78.0,114.0,21.0,MCI,DFW,460,19.0,86.0,0,N,0,0.0,0.0,93.0,0.0,21.0
3503535,2008,6,18,3,1102.0,1050,1233.0,1220,AA,1439,N432AA,91.0,90.0,70.0,13.0,12.0,MCI,DFW,460,9.0,12.0,0,N,0,,,,,
3503536,2008,6,19,4,1215.0,1050,1339.0,1220,AA,1439,N232AA,84.0,90.0,62.0,79.0,85.0,MCI,DFW,460,11.0,11.0,0,N,0,0.0,0.0,0.0,0.0,79.0
3503540,2008,6,23,1,1100.0,1050,1237.0,1220,AA,1439,N534AA,97.0,90.0,73.0,17.0,10.0,MCI,DFW,460,11.0,13.0,0,N,0,0.0,0.0,7.0,0.0,10.0
3503547,2008,6,30,1,1112.0,1050,1240.0,1220,AA,1439,N432AA,88.0,90.0,70.0,20.0,22.0,MCI,DFW,460,5.0,13.0,0,N,0,0.0,0.0,0.0,0.0,20.0
3503548,2008,6,1,7,1311.0,1255,1450.0,1430,AA,1441,N4XBAA,219.0,215.0,198.0,20.0,16.0,DFW,SFO,1464,3.0,18.0,0,N,0,16.0,0.0,4.0,0.0,0.0
3503550,2008,6,3,2,1347.0,1255,1540.0,1430,AA,1441,N4XRAA,233.0,215.0,212.0,70.0,52.0,DFW,SFO,1464,7.0,14.0,0,N,0,52.0,0.0,18.0,0.0,0.0
3503552,2008,6,5,4,1314.0,1255,1510.0,1430,AA,1441,N4WRAA,236.0,215.0,199.0,40.0,19.0,DFW,SFO,1464,9.0,28.0,0,N,0,19.0,0.0,21.0,0.0,0.0
3503553,2008,6,6,5,1314.0,1255,1503.0,1430,AA,1441,N532AA,229.0,215.0,197.0,33.0,19.0,DFW,SFO,1464,9.0,23.0,0,N,0,7.0,0.0,14.0,0.0,12.0
3503554,2008,6,7,6,1326.0,1255,1507.0,1430,AA,1441,N4XCAA,221.0,215.0,204.0,37.0,31.0,DFW,SFO,1464,4.0,13.0,0,N,0,31.0,0.0,6.0,0.0,0.0
3503558,2008,6,11,3,1324.0,1255,1515.0,1430,AA,1441,N4XXAA,231.0,215.0,213.0,45.0,29.0,DFW,SFO,1464,6.0,12.0,0,N,0,29.0,0.0,16.0,0.0,0.0
3503560,2008,6,13,5,1304.0,1255,1448.0,1430,AA,1441,N4WJAA,224.0,215.0,194.0,18.0,9.0,DFW,SFO,1464,9.0,21.0,0,N,0,6.0,0.0,9.0,0.0,3.0
3503566,2008,6,19,4,1303.0,1255,1455.0,1430,AA,1441,N4XCAA,232.0,215.0,202.0,25.0,8.0,DFW,SFO,1464,6.0,24.0,0,N,0,0.0,8.0,17.0,0.0,0.0
3503567,2008,6,20,5,1421.0,1255,1620.0,1430,AA,1441,N535AA,239.0,215.0,206.0,110.0,86.0,DFW,SFO,1464,5.0,28.0,0,N,0,1.0,0.0,24.0,0.0,85.0
3503568,2008,6,21,6,1301.0,1255,1440.0,1430,AA,1441,N4YJAA,219.0,215.0,196.0,10.0,6.0,DFW,SFO,1464,4.0,19.0,0,N,0,,,,,
3503571,2008,6,24,2,1334.0,1255,1527.0,1430,AA,1441,N563AA,233.0,215.0,207.0,57.0,39.0,DFW,SFO,1464,4.0,22.0,0,N,0,0.0,0.0,57.0,0.0,0.0
3503574,2008,6,27,5,1353.0,1255,1528.0,1430,AA,1441,N4YFAA,215.0,215.0,178.0,58.0,58.0,DFW,SFO,1464,7.0,30.0,0,N,0,0.0,0.0,58.0,0.0,0.0
3503576,2008,6,29,7,1538.0,1255,1709.0,1430,AA,1441,N4YGAA,211.0,215.0,190.0,159.0,163.0,DFW,SFO,1464,5.0,16.0,0,N,0,121.0,0.0,0.0,0.0,38.0
3503577,2008,6,30,1,1809.0,1255,1937.0,1430,AA,1441,N4XFAA,208.0,215.0,187.0,307.0,314.0,DFW,SFO,1464,4.0,17.0,0,N,0,88.0,0.0,0.0,0.0,219.0
3503578,2008,6,1,7,1700.0,1635,,1925,AA,1442,N490AA,,110.0,,,25.0,ORD,DCA,612,,24.0,0,N,1,,,,,
3503580,2008,6,3,2,1809.0,1635,2109.0,1925,AA,1442,N4WWAA,120.0,110.0,89.0,104.0,94.0,ORD,DCA,612,10.0,21.0,0,N,0,10.0,0.0,26.0,0.0,68.0
3503581,2008,6,4,3,1735.0,1635,2043.0,1925,AA,1442,N578AA,128.0,110.0,106.0,78.0,60.0,ORD,DCA,612,7.0,15.0,0,N,0,0.0,0.0,18.0,0.0,60.0
3503583,2008,6,6,5,1933.0,1635,2306.0,1925,AA,1442,N574AA,153.0,110.0,80.0,221.0,178.0,ORD,DCA,612,3.0,70.0,0,N,0,0.0,0.0,48.0,0.0,173.0
3503584,2008,6,7,6,1657.0,1635,2008.0,1925,AA,1442,N590AA,131.0,110.0,80.0,43.0,22.0,ORD,DCA,612,7.0,44.0,0,N,0,0.0,0.0,43.0,0.0,0.0
3503586,2008,6,9,1,1718.0,1635,2107.0,1925,AA,1442,N539AA,169.0,110.0,86.0,102.0,43.0,ORD,DCA,612,3.0,80.0,0,N,0,0.0,0.0,74.0,0.0,28.0
3503587,2008,6,10,2,1641.0,1635,2143.0,1925,AA,1442,N405AA,242.0,110.0,87.0,138.0,6.0,ORD,DCA,612,86.0,69.0,0,N,0,0.0,0.0,138.0,0.0,0.0
3503588,2008,6,11,3,1654.0,1635,1936.0,1925,AA,1442,N444AA,102.0,110.0,82.0,11.0,19.0,ORD,DCA,612,3.0,17.0,0,N,0,,,,,
3503590,2008,6,13,5,1709.0,1635,2036.0,1925,AA,1442,N242AA,147.0,110.0,88.0,71.0,34.0,ORD,DCA,612,7.0,52.0,0,N,0,0.0,0.0,71.0,0.0,0.0
3503592,2008,6,15,7,1722.0,1635,2015.0,1925,AA,1442,N274AA,113.0,110.0,82.0,50.0,47.0,ORD,DCA,612,5.0,26.0,0,N,0,0.0,0.0,9.0,0.0,41.0
3503594,2008,6,17,2,1649.0,1635,1926.0,1925,AA,1442,N253AA,97.0,110.0,80.0,1.0,14.0,ORD,DCA,612,4.0,13.0,0,N,0,,,,,
3503595,2008,6,18,3,1650.0,1635,1935.0,1925,AA,1442,N498AA,105.0,110.0,84.0,10.0,15.0,ORD,DCA,612,2.0,19.0,0,N,0,,,,,
3503599,2008,6,22,7,1714.0,1635,1955.0,1925,AA,1442,N472AA,101.0,110.0,85.0,30.0,39.0,ORD,DCA,612,3.0,13.0,0,N,0,0.0,0.0,8.0,0.0,22.0
3503600,2008,6,23,1,1710.0,1635,2012.0,1925,AA,1442,N523AA,122.0,110.0,97.0,47.0,35.0,ORD,DCA,612,4.0,21.0,0,N,0,0.0,0.0,47.0,0.0,0.0
3503603,2008,6,26,4,1701.0,1635,1947.0,1925,AA,1442,N557AA,106.0,110.0,83.0,22.0,26.0,ORD,DCA,612,7.0,16.0,0,N,0,4.0,0.0,0.0,0.0,18.0
3503604,2008,6,27,5,1702.0,1635,2035.0,1925,AA,1442,N558AA,153.0,110.0,95.0,70.0,27.0,ORD,DCA,612,44.0,14.0,0,N,0,13.0,0.0,57.0,0.0,0.0
3503607,2008,6,30,1,1700.0,1635,1954.0,1925,AA,1442,N259AA,114.0,110.0,90.0,29.0,25.0,ORD,DCA,612,5.0,19.0,0,N,0,0.0,0.0,14.0,0.0,15.0
3503619,2008,6,12,4,1626.0,1620,1649.0,1645,AA,1445,N432AA,143.0,145.0,126.0,4.0,6.0,DFW,PHX,868,4.0,13.0,0,N,0,,,,,
3503621,2008,6,14,6,1656.0,1620,1706.0,1645,AA,1445,N573AA,130.0,145.0,116.0,21.0,36.0,DFW,PHX,868,4.0,10.0,0,N,0,10.0,0.0,0.0,0.0,11.0
3503624,2008,6,17,2,1711.0,1620,1745.0,1645,AA,1445,N559AA,154.0,145.0,126.0,60.0,51.0,DFW,PHX,868,8.0,20.0,0,N,0,0.0,9.0,9.0,0.0,42.0
3503626,2008,6,19,4,1721.0,1620,1748.0,1645,AA,1445,N201AA,147.0,145.0,126.0,63.0,61.0,DFW,PHX,868,6.0,15.0,0,N,0,0.0,45.0,2.0,0.0,16.0
3503636,2008,6,29,7,1641.0,1620,1657.0,1645,AA,1445,N518AA,136.0,145.0,117.0,12.0,21.0,DFW,PHX,868,5.0,14.0,0,N,0,,,,,
3503649,2008,6,12,4,1310.0,1250,1451.0,1450,AA,1445,N432AA,161.0,180.0,144.0,1.0,20.0,RIC,DFW,1158,6.0,11.0,0,N,0,,,,,
3503651,2008,6,14,6,1338.0,1250,1559.0,1450,AA,1445,N573AA,201.0,180.0,168.0,69.0,48.0,RIC,DFW,1158,17.0,16.0,0,N,0,0.0,21.0,21.0,0.0,27.0
3503652,2008,6,15,7,1310.0,1250,1516.0,1450,AA,1445,N541AA,186.0,180.0,159.0,26.0,20.0,RIC,DFW,1158,11.0,16.0,0,N,0,0.0,0.0,6.0,0.0,20.0
3503663,2008,6,26,4,1310.0,1250,1505.0,1450,AA,1445,N454AA,175.0,180.0,154.0,15.0,20.0,RIC,DFW,1158,11.0,10.0,0,N,0,0.0,0.0,0.0,0.0,15.0
3503664,2008,6,27,5,1301.0,1250,1450.0,1450,AA,1445,N483AA,169.0,180.0,147.0,0.0,11.0,RIC,DFW,1158,8.0,14.0,0,N,0,,,,,
3503665,2008,6,28,6,1313.0,1250,1523.0,1450,AA,1445,N253AA,190.0,180.0,161.0,33.0,23.0,RIC,DFW,1158,15.0,14.0,0,N,0,0.0,0.0,10.0,0.0,23.0
3503666,2008,6,29,7,1335.0,1250,1543.0,1450,AA,1445,N518AA,188.0,180.0,164.0,53.0,45.0,RIC,DFW,1158,12.0,12.0,0,N,0,0.0,0.0,8.0,0.0,45.0
3503668,2008,6,1,7,2120.0,2105,2231.0,2220,AA,1446,N462AA,71.0,75.0,52.0,11.0,15.0,LAX,SFO,337,3.0,16.0,0,N,0,,,,,
3503669,2008,6,2,1,2155.0,2105,2317.0,2220,AA,1446,N4WJAA,82.0,75.0,62.0,57.0,50.0,LAX,SFO,337,5.0,15.0,0,N,0,0.0,0.0,7.0,0.0,50.0
3503670,2008,6,3,2,2220.0,2105,2350.0,2220,AA,1446,N259AA,90.0,75.0,72.0,90.0,75.0,LAX,SFO,337,3.0,15.0,0,N,0,0.0,0.0,63.0,0.0,27.0
3503672,2008,6,5,4,2303.0,2105,54.0,2220,AA,1446,N290AA,111.0,75.0,73.0,154.0,118.0,LAX,SFO,337,10.0,28.0,0,N,0,0.0,0.0,85.0,0.0,69.0
3503677,2008,6,11,3,2130.0,2105,2234.0,2220,AA,1446,N556AA,64.0,75.0,51.0,14.0,25.0,LAX,SFO,337,3.0,10.0,0,N,0,,,,,
3503679,2008,6,13,5,2119.0,2105,2220.0,2220,AA,1446,N287AA,61.0,75.0,47.0,0.0,14.0,LAX,SFO,337,3.0,11.0,0,N,0,,,,,
3503683,2008,6,18,3,2113.0,2105,2230.0,2220,AA,1446,N413AA,77.0,75.0,49.0,10.0,8.0,LAX,SFO,337,17.0,11.0,0,N,0,,,,,
3503684,2008,6,19,4,2241.0,2105,2355.0,2220,AA,1446,N4WUAA,74.0,75.0,53.0,95.0,96.0,LAX,SFO,337,3.0,18.0,0,N,0,0.0,0.0,0.0,0.0,95.0
3503686,2008,6,22,7,2114.0,2105,2225.0,2220,AA,1446,N289AA,71.0,75.0,54.0,5.0,9.0,LAX,SFO,337,3.0,14.0,0,N,0,,,,,
3503687,2008,6,23,1,2233.0,2105,2346.0,2220,AA,1446,N550AA,73.0,75.0,53.0,86.0,88.0,LAX,SFO,337,4.0,16.0,0,N,0,0.0,0.0,0.0,0.0,86.0
3503688,2008,6,24,2,2117.0,2105,2229.0,2220,AA,1446,N424AA,72.0,75.0,52.0,9.0,12.0,LAX,SFO,337,7.0,13.0,0,N,0,,,,,
3503689,2008,6,25,3,2323.0,2105,36.0,2220,AA,1446,N4XUAA,73.0,75.0,51.0,136.0,138.0,LAX,SFO,337,9.0,13.0,0,N,0,0.0,0.0,0.0,0.0,136.0
3503690,2008,6,26,4,2237.0,2105,1.0,2220,AA,1446,N424AA,84.0,75.0,61.0,101.0,92.0,LAX,SFO,337,4.0,19.0,0,N,0,0.0,0.0,9.0,0.0,92.0
3503691,2008,6,27,5,2206.0,2105,2315.0,2220,AA,1446,N532AA,69.0,75.0,48.0,55.0,61.0,LAX,SFO,337,4.0,17.0,0,N,0,0.0,0.0,0.0,0.0,55.0
3503692,2008,6,29,7,2208.0,2105,2324.0,2220,AA,1446,N521AA,76.0,75.0,52.0,64.0,63.0,LAX,SFO,337,8.0,16.0,0,N,0,0.0,0.0,1.0,0.0,63.0
3503694,2008,6,1,7,1415.0,1340,1635.0,1555,AA,1447,N241AA,140.0,135.0,109.0,40.0,35.0,ORD,MSY,837,3.0,28.0,0,N,0,12.0,0.0,5.0,0.0,23.0
3503695,2008,6,2,1,1355.0,1340,1555.0,1555,AA,1447,N458AA,120.0,135.0,105.0,0.0,15.0,ORD,MSY,837,2.0,13.0,0,N,0,,,,,
3503696,2008,6,3,2,1419.0,1340,1651.0,1555,AA,1447,N476AA,152.0,135.0,112.0,56.0,39.0,ORD,MSY,837,3.0,37.0,0,N,0,0.0,0.0,28.0,0.0,28.0
3503698,2008,6,5,4,1401.0,1340,1607.0,1555,AA,1447,N449AA,126.0,135.0,108.0,12.0,21.0,ORD,MSY,837,4.0,14.0,0,N,0,,,,,
3503699,2008,6,6,5,1414.0,1340,1644.0,1555,AA,1447,N474AA,150.0,135.0,118.0,49.0,34.0,ORD,MSY,837,6.0,26.0,0,N,0,0.0,0.0,35.0,0.0,14.0
3503700,2008,6,7,6,1347.0,1340,1551.0,1555,AA,1447,N577AA,124.0,135.0,107.0,-4.0,7.0,ORD,MSY,837,3.0,14.0,0,N,0,,,,,
3503701,2008,6,8,7,1424.0,1340,1744.0,1555,AA,1447,N417AA,200.0,135.0,106.0,109.0,44.0,ORD,MSY,837,4.0,90.0,0,N,0,0.0,0.0,69.0,0.0,40.0
3503702,2008,6,9,1,1401.0,1340,1633.0,1555,AA,1447,N406AA,152.0,135.0,129.0,38.0,21.0,ORD,MSY,837,6.0,17.0,0,N,0,0.0,0.0,30.0,0.0,8.0
